Nombre de Cuenta,Tipo de Cuenta,Nombre de Modulo Activo,Producto,Cantidad de PC,Cantidad de teléfonos Mobile,Cantidad de Usuarios,Calificación,Fecha de  Venta,Fecha de Alta,Fecha de baja Paljet,Fecha de Inicio PalJetERP,Estado
DISTRIBUIDORA PARA MASCOTAS,Cliente,DISTRIBUIDORA PARA MASCOTAS - Webservice,Web Service,12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,
DISTRIBUIDORA PARA MASCOTAS,Cliente,DISTRIBUIDORA PARA MASCOTAS - Logistica,Módulo Logística,12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,
DISTRIBUIDORA PARA MASCOTAS,Cliente,DISTRIBUIDORA PARA MASCOTAS - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,
DISTRIBUIDORA PARA MASCOTAS,Cliente,BBJet Recursos,BBJet Recursos,12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,
DISTRIBUIDORA PARA MASCOTAS,Cliente,BBJet Mercado Libre,BBJet ML (v. 1.0),12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,
DISTRIBUIDORA PARA MASCOTAS,Cliente,DISTRIBUIDORA PARA MASCOTAS - Expedición,BBJet Expedición,12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,Activo
DISTRIBUIDORA PARA MASCOTAS,Cliente,DISTRIBUIDORA PARA MASCOTASSolicitud de despacho automática,Solicitud de despacho automática,12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,Activo
DISTRIBUIDORA PARA MASCOTAS,Cliente,DISTRIBUIDORA PARA MASCOTAS - BBJet BtoB (En revisión),BBJet BtoB,12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,Activo
DISTRIBUIDORA PARA MASCOTAS,Cliente,DISTRIBUIDORA PARA MASCOTAS - BBJet Gestion de Inventario (En revisión),BBJet Gestion de inventario,12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,Activo
DISTRIBUIDORA PARA MASCOTAS,Cliente,DISTRIBUIDORA PARA MASCOTAS - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,Activo
METAL GRANDE,Cliente,METAL GRANDE - Acuerdo de Precios,Módulo Acopio por acuerdo de precios,39,,,Activo,05/06/2012,05/06/2012,,27/08/2012,Activo
METAL GRANDE,Cliente,METAL GRANDE - Logística,Módulo Logística,39,,,Activo,05/06/2012,05/06/2012,,27/08/2012,Activo
METAL GRANDE,Cliente,METAL GRANDE - BBJet BtoB,BBJet BtoB,39,,,Activo,05/06/2012,05/06/2012,,27/08/2012,Activo
METAL GRANDE,Cliente,METAL GRANDE - Paljet ERP,PalJet ERP estándar - Licencia servidor (backend),39,,,Activo,05/06/2012,05/06/2012,,27/08/2012,Activo
METAL GRANDE,Cliente,METAL GRANDE - Web Service,Web Service PalJet ERP (para integraciones),39,,,Activo,05/06/2012,05/06/2012,,27/08/2012,Activo
LA TABLADA,Cliente,LA TABLADA - Contabilidad,Módulo Contabilidad,34,,,Activo,21/05/2012,21/05/2012,,04/09/2012,
LA TABLADA,Cliente,LA TABLADA - Empresa adicional,PalJet ERP Empresa adicional,34,,,Activo,21/05/2012,21/05/2012,,04/09/2012,
LA TABLADA,Cliente,LA TABLADA - Logística,Módulo Logística,34,,,Activo,21/05/2012,21/05/2012,,04/09/2012,
LA TABLADA,Cliente,LA TABLADA - Tienda BtoC,Tienda BtoC,34,,,Activo,21/05/2012,21/05/2012,,04/09/2012,Inactivo
DERGAM,Cliente,DERGAM - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),19,,,Activo,01/03/2012,01/03/2012,,10/07/2012,
DERGAM,Cliente,DERGAM - Contabilidad,Módulo Contabilidad,19,,,Activo,01/03/2012,01/03/2012,,10/07/2012,
DERGAM,Cliente,DERGAM - Orden de servicio,Módulo Orden de servicio,19,,,Activo,01/03/2012,01/03/2012,,10/07/2012,
DERGAM,Cliente,DERGAM - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),19,,,Activo,01/03/2012,01/03/2012,,10/07/2012,Activo
DERGAM,Cliente,DERGAM - Web Service,Web Service PalJet ERP (para integraciones),19,,,Activo,01/03/2012,01/03/2012,,10/07/2012,Activo
EL CORRALON,Cliente,EL CORRALON - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),12,,,Activo,02/07/2012,02/07/2012,,02/07/2012,
EL CORRALON,Cliente,EL CORRALON - Logística,Módulo Logística,12,,,Activo,02/07/2012,02/07/2012,,02/07/2012,
EL CORRALON,Cliente,Contabilidad,Módulo Contabilidad,12,,,Activo,02/07/2012,02/07/2012,,02/07/2012,Activo
EL CORRALON,Cliente,Webservice,Web Service PalJet ERP (para integraciones),12,,,Activo,02/07/2012,02/07/2012,,02/07/2012,Activo
EL CORRALON,Cliente,EL CORRALON - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),12,,,Activo,02/07/2012,02/07/2012,,02/07/2012,Activo
BASUALDO,Cliente,BASUALDO - Web Service,Web Service,10,,,Activo,15/01/2012,15/01/2012,,15/01/2012,
BASUALDO,Cliente,BASUALDO - Logística,Módulo Logística,10,,,Activo,15/01/2012,15/01/2012,,15/01/2012,
BASUALDO,Cliente,BASUALDO - Facturación electrónica,Módulo Facturación electrónica (CAE),10,,,Activo,15/01/2012,15/01/2012,,15/01/2012,
BASUALDO,Cliente,BASUALDO - BBJet Recursos,BBJet Recursos,10,,,Activo,15/01/2012,15/01/2012,,15/01/2012,Activo
ORO VERDE,Cliente,ORO VERDE - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),7,,,Inactivo,03/11/2011,03/11/2011,30/09/2021,20/11/2012,
ALLEGRA,Cliente,ALLEGRA - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),18,,,Activo,01/11/2012,01/11/2012,,10/09/2012,
ALLEGRA,Cliente,ALLEGRA - Contabilidad,Módulo Contabilidad,18,,,Activo,01/11/2012,01/11/2012,,10/09/2012,
ALLEGRA,Cliente,ALLEGRA - Empresa adicional,PalJet ERP Empresa adicional,18,,,Activo,01/11/2012,01/11/2012,,10/09/2012,
ALLEGRA,Cliente,ALLEGRA - Web Service,Web Service,18,,,Activo,01/11/2012,01/11/2012,,10/09/2012,
ALLEGRA,Cliente,ALLEGRA - Logística,Módulo Logística,18,,,Activo,01/11/2012,01/11/2012,,10/09/2012,
ALLEGRA,Cliente,ALLEGRA - Acuerdos de precios,Módulo Acopio por acuerdo de precios,18,,,Activo,01/11/2012,01/11/2012,,10/09/2012,Activo
MAURI,Cliente,MAURI - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),50,,,Activo,20/10/2011,20/10/2011,,06/08/2012,
MAURI,Cliente,MAURI - Contabilidad,Módulo Contabilidad,50,,,Activo,20/10/2011,20/10/2011,,06/08/2012,
MAURI,Cliente,MAURI - Logística,Módulo Logística,50,,,Activo,20/10/2011,20/10/2011,,06/08/2012,
MAURI,Cliente,MAURI - Business Intelligence,Business Intelligence,50,,,Activo,20/10/2011,20/10/2011,,06/08/2012,Activo
MAURI,Cliente,MAURI - PalJetERP,PalJet ERP estándar - Licencia servidor (backend),50,,,Activo,20/10/2011,20/10/2011,,06/08/2012,Activo
UNELEC,Cliente,UNELEC - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),7,,,Activo,02/09/2011,02/09/2011,,06/02/2012,
UNELEC,Cliente,UNELEC - Contabilidad,Módulo Contabilidad,7,,,Activo,02/09/2011,02/09/2011,,06/02/2012,
UNELEC,Cliente,UNELEC - Empresa adicional,PalJet ERP Empresa adicional,7,,,Activo,02/09/2011,02/09/2011,,06/02/2012,
ELECTRICIDAD DER,Cliente,ELECTRICIDAD DER - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),32,,,Activo,28/06/2011,28/06/2011,,30/03/2013,
ELECTRICIDAD DER,Cliente,ELECTRICIDAD DER - Contabilidad,Módulo Contabilidad,32,,,Activo,28/06/2011,28/06/2011,,30/03/2013,
ELECTRICIDAD DER,Cliente,ELECTRICIDAD DER - Empresa adicional,PalJet ERP Empresa adicional,32,,,Activo,28/06/2011,28/06/2011,,30/03/2013,
ELECTRICIDAD DER,Cliente,ELECTRICIDAD DER - BBJet BtoB,BBJet B2B (usuarios ilimitados) INACTIVO,32,,,Activo,28/06/2011,28/06/2011,,30/03/2013,
ELECTRICIDAD DER,Cliente,ELECTRICIDAD DER - Web Service,Web Service,32,,,Activo,28/06/2011,28/06/2011,,30/03/2013,
ELECTRICIDAD DER,Cliente,ELECTRICIDAD DER - Logística,Módulo Logística,32,,,Activo,28/06/2011,28/06/2011,,30/03/2013,
ELECTRICIDAD DER,Cliente,ELECTRICIDAD DER - Orden de servicio,Módulo Orden de servicio,32,,,Activo,28/06/2011,28/06/2011,,30/03/2013,
BULONERIA BELGRANO,Cliente,BULONERIA BELGRANO - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),36,,,Activo,14/07/2011,14/07/2011,,03/10/2011,
BULONERIA BELGRANO,Cliente,BULONERIA BELGRANO - Web Service,Web Service,36,,,Activo,14/07/2011,14/07/2011,,03/10/2011,Activo
BULONERIA BELGRANO,Cliente,BULONERIA BELGRANO - BBJet ML,BBJet ML (v. 1.0),36,,,Activo,14/07/2011,14/07/2011,,03/10/2011,Inactivo
BULONERIA BELGRANO,Cliente,BULONERIA BELGRANO - BBJet Recursos,BBJet Recursos,36,,,Activo,14/07/2011,14/07/2011,,03/10/2011,Activo
BULONERIA BELGRANO,Cliente,BULONERIA BELGRANO - BBJet BtoB,BBJet BtoB,36,,,Activo,14/07/2011,14/07/2011,,03/10/2011,Activo
BULONERIA BELGRANO,Cliente,BULONERIA BELGRANO - Paljet ERP,Abono mensual - PalJet ERP estándar (Licencia servidor),36,,,Activo,14/07/2011,14/07/2011,,03/10/2011,Activo
RODA SERVICE,Cliente,AMATRIAIN - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),17,,,Activo,17/06/2011,17/06/2011,,01/07/2010,
RODA SERVICE,Cliente,RODA SERVICE - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),17,,,Activo,17/06/2011,17/06/2011,,01/07/2010,
RODA SERVICE,Cliente,RODA SERVICE - Web Service,Web Service,17,,,Activo,17/06/2011,17/06/2011,,01/07/2010,
RODA SERVICE,Cliente,RODA SERVICE - Sincronismo de Base de datos,Sincronismo de Base de datos (actualización de artículos y precios),17,,,Activo,17/06/2011,17/06/2011,,01/07/2010,Activo
RODA SERVICE,Cliente,RODA SERVICE - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),17,,,Activo,17/06/2011,17/06/2011,,01/07/2010,Activo
REPUESTOS RAFAELA (FIA),Cliente,REP RAFAELA (FIA) - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),30,,,Activo,01/06/2011,01/06/2011,,01/06/2011,
REPUESTOS RAFAELA (FIA),Cliente,REP RAFAELA (FIA) - Contabilidad,Módulo Contabilidad,30,,,Activo,01/06/2011,01/06/2011,,01/06/2011,
REPUESTOS RAFAELA (FIA),Cliente,REP RAFAELA (FIA) - Alquileres,Módulo Alquileres / Rental,30,,,Activo,01/06/2011,01/06/2011,,01/06/2011,
ZENITH S.A,Cliente,ZENITH S.A - Contabilidad,Módulo Contabilidad,31,,,Inactivo,26/07/2007,26/07/2007,01/06/2019,01/08/2007,
ZENITH S.A,Cliente,ZENITH S.A - Logística,Módulo Logística,31,,,Inactivo,26/07/2007,26/07/2007,01/06/2019,01/08/2007,
ZENITH S.A,Cliente,ZENITH S.A - Créditos,Módulo PalJet Créditos,31,,,Inactivo,26/07/2007,26/07/2007,01/06/2019,01/08/2007,
HERRAJES YORI,Cliente,HERRAJES YORI - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),11,,,Activo,08/02/2006,08/02/2006,,31/05/2007,
HERRAJES YORI,Cliente,HERRAJES YORI - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),11,,,Activo,08/02/2006,08/02/2006,,31/05/2007,Activo
YAPUR,Cliente,YAPUR - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,
YAPUR,Cliente,YAPUR - Contabilidad,Módulo Contabilidad,108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,
YAPUR,Cliente,YAPUR - Business Intelligence,Business Intelligence,108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,
YAPUR,Cliente,YAPUR - Alquileres,Módulo Alquileres / Rental,108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,
YAPUR,Cliente,YAPUR - BBJet BtoB,BBJet BtoB,108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,
YAPUR,Cliente,YAPUR - Web,PalJet Network Web,108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,
YAPUR,Cliente,YAPUR - Factura de crédito,Módulo Factura de crédito electrónica,108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,
YAPUR,Cliente,YAPUR - Web Service,Web Service,108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,
YAPUR,Cliente,YAPUR - Logística,Módulo Logística,108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,
YAPUR,Cliente,YAPUR - Créditos,Módulo PalJet Créditos,108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,
YAPUR,Cliente,YAPUR - Orden de servicio,Módulo Orden de servicio,108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,
YAPUR,Cliente,YAPUR - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,Activo
YAPUR,Cliente,YAPUR - BBJet Pretium,BBJet Pretium,108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,Activo
YAPUR,Cliente,Desarrollo Personalizado,Desarrollo personalizado,108,3,,Activo,01/10/2008,01/10/2008,,01/03/2009,Activo
UNIPARTES ROSARIO,Cliente,UNIPARTES ROSARIO - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),11,,,Activo,07/07/2010,07/07/2010,,01/01/2011,
UNIPARTES ROSARIO,Cliente,UNIPARTES ROSARIO - Contabilidad,Módulo Contabilidad,11,,,Activo,07/07/2010,07/07/2010,,01/01/2011,
UNIPARTES ROSARIO,Cliente,UNIPARTES ROSARIO - BBJet BtoB,BBJet BtoB,11,,,Activo,07/07/2010,07/07/2010,,01/01/2011,Activo
UNIPARTES ROSARIO,Cliente,UNIPARTES ROSARIO - Web Service,Web Service PalJet ERP (para integraciones),11,,,Activo,07/07/2010,07/07/2010,,01/01/2011,Activo
TODO CAÑO,Cliente,TODO CAÑO - BBJet Pretium,BBJet Pretium,38,,,Activo,05/12/2006,05/12/2006,,29/01/2007,
TODO CAÑO,Cliente,TODO CAÑO - Contabilidad,Módulo Contabilidad,38,,,Activo,05/12/2006,05/12/2006,,29/01/2007,
TODO CAÑO,Cliente,TODO CAÑO - Web Service,Web Service,38,,,Activo,05/12/2006,05/12/2006,,29/01/2007,
TODO CAÑO,Cliente,TODO CAÑO - Logística,Módulo Logística,38,,,Activo,05/12/2006,05/12/2006,,29/01/2007,Inactivo
SURI,Cliente,SURI - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),60,,,Activo,31/10/2004,31/10/2004,,31/10/2004,
SURI,Cliente,SURI - BBJet Pretium,BBJet Pretium,60,,,Activo,31/10/2004,31/10/2004,,31/10/2004,
SURI,Cliente,SURI - Contabilidad,Módulo Contabilidad,60,,,Activo,31/10/2004,31/10/2004,,31/10/2004,
SURI,Cliente,SURI - Business Intelligence,Business Intelligence,60,,,Activo,31/10/2004,31/10/2004,,31/10/2004,Activo
SURI,Cliente,SURI - Alquileres,Módulo Alquileres / Rental,60,,,Activo,31/10/2004,31/10/2004,,31/10/2004,Activo
SURI,Cliente,SURI - BBJet BtoB,BBJet B2B (hasta 150 usuarios),60,,,Activo,31/10/2004,31/10/2004,,31/10/2004,
SURI,Cliente,SURI - Web Service,Web Service,60,,,Activo,31/10/2004,31/10/2004,,31/10/2004,
SURI,Cliente,SURI - Orden de servicio,Módulo Orden de servicio,60,,,Activo,31/10/2004,31/10/2004,,31/10/2004,
SURI,Cliente,SURI - BBJet ML,BBJet ML (v. 1.0),60,,,Activo,31/10/2004,31/10/2004,,31/10/2004,Inactivo
SURI,Cliente,SURI - Factura de crédito,Módulo Factura de crédito electrónica,60,,,Activo,31/10/2004,31/10/2004,,31/10/2004,
SURI,Cliente,BBjet ML 2.0 Suri,BBJet ML (v. 2.0),60,,,Activo,31/10/2004,31/10/2004,,31/10/2004,Activo
SANTA FE MATERIALES,Cliente,SANTA FE MATERIALES - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),27,,,Activo,03/11/2008,03/11/2008,,30/10/2009,
SANTA FE MATERIALES,Cliente,SANTA FE MATERIALES - Contabilidad,Módulo Contabilidad,27,,,Activo,03/11/2008,03/11/2008,,30/10/2009,
SANTA FE MATERIALES,Cliente,SANTA FE MATERIALES - Logística,Módulo Logística,27,,,Activo,03/11/2008,03/11/2008,,30/10/2009,
SINGLAR,Cliente,SINGLAR - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),19,,,Activo,25/06/2009,25/06/2009,,25/06/2009,
SINGLAR,Cliente,SINGLAR - BBJet Pretium,BBJet Pretium,19,,,Activo,25/06/2009,25/06/2009,,25/06/2009,
SINGLAR,Cliente,SINGLAR - Contabilidad,Módulo Contabilidad,19,,,Activo,25/06/2009,25/06/2009,,25/06/2009,
SINGLAR,Cliente,SINGLAR - Empresa adicional,PalJet ERP Empresa adicional,19,,,Activo,25/06/2009,25/06/2009,,25/06/2009,
SINGLAR,Cliente,SINGLAR - PalJetERP,PalJet ERP estándar - Licencia servidor (backend),19,,,Activo,25/06/2009,25/06/2009,,25/06/2009,Activo
SERVITOOLS,Cliente,SERVITOOLS - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),6,,,Activo,01/04/2008,01/04/2008,,01/04/2008,
SERVITOOLS,Cliente,SERVITOOLS - Contabilidad,Módulo Contabilidad,6,,,Activo,01/04/2008,01/04/2008,,01/04/2008,
SERVITOOLS,Cliente,SERVITOOLS - Alquileres,Módulo Alquileres / Rental,6,,,Activo,01/04/2008,01/04/2008,,01/04/2008,
SERVITOOLS,Cliente,SERVITOOLS - Web Service,Web Service,6,,,Activo,01/04/2008,01/04/2008,,01/04/2008,
REMAQH,Cliente,REMAQH - Contabilidad,Módulo Contabilidad,20,,,Activo,01/09/2006,01/09/2006,,01/09/2006,
REMAQH,Cliente,REMAQH - Orden de servicio,Módulo Orden de servicio,20,,,Activo,01/09/2006,01/09/2006,,01/09/2006,
REMAQH,Cliente,REMAQH - Facturación electrónica,Módulo Facturación electrónica (CAE),20,,,Activo,01/09/2006,01/09/2006,,01/09/2006,Activo
NARCISI,Cliente,NARCISI - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),28,,,Activo,01/06/2004,01/06/2004,,01/06/2004,
NARCISI,Cliente,NARCISI - Contabilidad,Módulo Contabilidad,28,,,Activo,01/06/2004,01/06/2004,,01/06/2004,
NARCISI,Cliente,NARCISI - BBJet BtoB,BBJet B2B (hasta 150 usuarios),28,,,Activo,01/06/2004,01/06/2004,,01/06/2004,
NARCISI,Cliente,NARCISI - Web Service,Web Service,28,,,Activo,01/06/2004,01/06/2004,,01/06/2004,
NARCISI,Cliente,NARCISI - BBJet ML,BBJet ML (v. 1.0),28,,,Activo,01/06/2004,01/06/2004,,01/06/2004,Activo
NARCISI,Cliente,NARCISI - BBJet Mobile Preventa,BBJet Mobile Preventa Licencia servidor,28,,,Activo,01/06/2004,01/06/2004,,01/06/2004,Activo
NARCISI,Cliente,NARCISI - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),28,,,Activo,01/06/2004,01/06/2004,,01/06/2004,Activo
NARCISI,Cliente,NARCISI - BBJet Gestión de Inventario,BBJet Gestion de inventario,28,,,Activo,01/06/2004,01/06/2004,,01/06/2004,Activo
NARCISI,Cliente,NARCISI - BBJet Expedición,BBJet Expedición,28,,,Activo,01/06/2004,01/06/2004,,01/06/2004,Activo
MOSAICOS CHAJARÍ,Cliente,MOSAICOS CHAJARÍ - Contabilidad,Módulo Contabilidad,26,4,,Activo,01/06/2009,01/06/2009,,01/06/2009,
MOSAICOS CHAJARÍ,Cliente,MOSAICOS CHAJARÍ - Business Intelligence,Business Intelligence,26,4,,Activo,01/06/2009,01/06/2009,,01/06/2009,Inactivo
MOSAICOS CHAJARÍ,Cliente,MOSAICOS CHAJARÍ - Logística,Módulo Logística,26,4,,Activo,01/06/2009,01/06/2009,,01/06/2009,
MOSAICOS CHAJARÍ,Cliente,MOSAICOS CHAJARÍ - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,26,4,,Activo,01/06/2009,01/06/2009,,01/06/2009,Inactivo
MOSAICOS CHAJARÍ,Cliente,MOSAICOS CHAJARÍ - Factura de crédito,Módulo Factura de crédito electrónica,26,4,,Activo,01/06/2009,01/06/2009,,01/06/2009,Activo
MOSAICOS CHAJARÍ,Cliente,MOSAICOS CHAJARÍ - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),26,4,,Activo,01/06/2009,01/06/2009,,01/06/2009,Activo
MARTINEZ ESCALADA,Cliente,MARTINEZ ESCALADA - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),31,,,Activo,31/08/2004,31/08/2004,,31/08/2004,
MARTINEZ ESCALADA,Cliente,MARTINEZ ESCALADA - BBJet Pretium,BBJet Pretium,31,,,Activo,31/08/2004,31/08/2004,,31/08/2004,
MARTINEZ ESCALADA,Cliente,MARTINEZ ESCALADA - Contabilidad,Módulo Contabilidad,31,,,Activo,31/08/2004,31/08/2004,,31/08/2004,
MARTINEZ ESCALADA,Cliente,MARTINEZ ESCALADA - Alquileres,Módulo Alquileres / Rental,31,,,Activo,31/08/2004,31/08/2004,,31/08/2004,
MARTINEZ ESCALADA,Cliente,MARTINEZ ESCALADA - Web Service,Web Service,31,,,Activo,31/08/2004,31/08/2004,,31/08/2004,
MARTINEZ ESCALADA,Cliente,MARTINEZ ESCALADA - Factura de crédito electrónica,Módulo Factura de crédito electrónica,31,,,Activo,31/08/2004,31/08/2004,,31/08/2004,
MARTINEZ ESCALADA,Cliente,MARTINEZ ESCALADA - BBJet BtoB,BBJet BtoB,31,,,Activo,31/08/2004,31/08/2004,,31/08/2004,Activo
MARTINEZ ESCALADA,Cliente,MARTINEZ ESCLADA - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),31,,,Activo,31/08/2004,31/08/2004,,31/08/2004,Activo
MARTINEZ ESCALADA,Cliente,MARTINEZ ESCALADA - BBJet Gestión de Inventario,BBJet Gestion de inventario,31,,,Activo,31/08/2004,31/08/2004,,31/08/2004,Activo
MATERIALES CENTRO,Cliente,MATERIALES CENTRO - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),13,,,Activo,31/01/2007,31/01/2007,,31/01/2007,
MATERIALES CENTRO,Cliente,MATERIALES CENTRO - Contabilidad,Módulo Contabilidad,13,,,Activo,31/01/2007,31/01/2007,,31/01/2007,
MATERIALES CENTRO,Cliente,MATERIALES CENTRO - Logística,Módulo Logística,13,,,Activo,31/01/2007,31/01/2007,,31/01/2007,
LAGOSPA,Cliente,LAGOSPA - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),7,,,Inactivo,01/04/2006,01/04/2006,31/08/2024,01/04/2006,
LAGOSPA,Cliente,LAGOSPA - Contabilidad,Módulo Contabilidad,7,,,Inactivo,01/04/2006,01/04/2006,31/08/2024,01/04/2006,
LAGOSPA,Cliente,LAGOSPA - Empresa adicional,PalJet ERP Empresa adicional,7,,,Inactivo,01/04/2006,01/04/2006,31/08/2024,01/04/2006,
LAGOSPA,Cliente,LAGOSPA - Business Intelligence,Business Intelligence,7,,,Inactivo,01/04/2006,01/04/2006,31/08/2024,01/04/2006,Activo
LAGOSPA,Cliente,LAGOSPA - BBJet Pretium,BBJet Pretium,7,,,Inactivo,01/04/2006,01/04/2006,31/08/2024,01/04/2006,Activo
LAGOSPA,Cliente,LAGOSPA - SYNCH,Sincronismo PalJet Synch,7,,,Inactivo,01/04/2006,01/04/2006,31/08/2024,01/04/2006,Activo
LA CLARITA,Cliente,LA CLARITA - BBJet Pretium,BBJet Pretium,26,,,Activo,04/07/2011,04/07/2011,,04/07/2011,
LA CLARITA,Cliente,LA CLARITA - Contabilidad,Módulo Contabilidad,26,,,Activo,04/07/2011,04/07/2011,,04/07/2011,
LA CLARITA,Cliente,LA CLARITA - Web Service,Web Service,26,,,Activo,04/07/2011,04/07/2011,,04/07/2011,
LA CLARITA,Cliente,LA CLARITA - Logística,Módulo Logística,26,,,Activo,04/07/2011,04/07/2011,,04/07/2011,
LA CLARITA,Cliente,LA CLARITA - BBJet BtoB,BBJet BtoB,26,,,Activo,04/07/2011,04/07/2011,,04/07/2011,Activo
LA CLARITA,Cliente,LA CLARITA - BBJet ML 9.0.13,Producto genérico,26,,,Activo,04/07/2011,04/07/2011,,04/07/2011,Activo
LA CLARITA,Cliente,LA CLARITA - BBJet Recursos,BBJet Recursos,26,,,Activo,04/07/2011,04/07/2011,,04/07/2011,Inactivo
IMPLEMENTOS INDUSTRIALES,Cliente,IMPLEMENTOS INDUSTRIALES - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),20,,,Activo,28/02/2006,28/02/2006,,28/02/2006,
IMPLEMENTOS INDUSTRIALES,Cliente,IMPLEMENTOS INDUSTRIALES - Contabilidad,Módulo Contabilidad,20,,,Activo,28/02/2006,28/02/2006,,28/02/2006,
IMPLEMENTOS INDUSTRIALES,Cliente,IMPLEMENTOS INDUSTRIALES - BBJet Pretium,BBJet Pretium,20,,,Activo,28/02/2006,28/02/2006,,28/02/2006,Activo
IMPLEMENTOS INDUSTRIALES,Cliente,IMPLEMENTOS INDUSTRIALES - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),20,,,Activo,28/02/2006,28/02/2006,,28/02/2006,Activo
IMPLEMENTOS INDUSTRIALES,Cliente,IMPLEMENTOS INDUSTRIALES - Web Service,Web Service PalJet ERP (para integraciones),20,,,Activo,28/02/2006,28/02/2006,,28/02/2006,Activo
ANGEL GOMEZ,Cliente,ANGEL GOMEZ - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),19,,,Activo,20/05/2005,20/05/2005,,20/05/2005,
ANGEL GOMEZ,Cliente,ANGEL GOMEZ - BBJet Pretium,BBJet Pretium,19,,,Activo,20/05/2005,20/05/2005,,20/05/2005,
ANGEL GOMEZ,Cliente,ANGEL GOMEZ - Contabilidad,Módulo Contabilidad,19,,,Activo,20/05/2005,20/05/2005,,20/05/2005,
ANGEL GOMEZ,Cliente,ANGEL GOMEZ - BBJet BtoB,BBJet B2B (usuarios ilimitados) INACTIVO,19,,,Activo,20/05/2005,20/05/2005,,20/05/2005,
ANGEL GOMEZ,Cliente,ANGEL GOMEZ - Web Service,Web Service,19,,,Activo,20/05/2005,20/05/2005,,20/05/2005,
ANGEL GOMEZ,Cliente,ANGEL GOMEZ - Paljet ERP,PalJet ERP estándar - Licencia servidor (backend),19,,,Activo,20/05/2005,20/05/2005,,20/05/2005,Activo
GALLO DISTRIBUCIONES,Cliente,GALLO DISTRIBUCIONES - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),10,,,Activo,29/02/2004,29/02/2004,,29/02/2004,
GALLO DISTRIBUCIONES,Cliente,GALLO DISTRIBUCIONES - Contabilidad,Módulo Contabilidad,10,,,Activo,29/02/2004,29/02/2004,,29/02/2004,
